"LOCATION","Country","SUBJECT","Subject","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CRI","Costa Rica","YGMA08L1_ST","Employment males","A","Annual","2021","2021","PER","Persons","3","Thousands",,,1273.032,,
"CRI","Costa Rica","YGTT09L1_ST","Employment in agriculture","A","Annual","2010","2010","PER","Persons","3","Thousands",,,203.707,,
"CRI","Costa Rica","YGTT09L1_ST","Employment in agriculture","A","Annual","2011","2011","PER","Persons","3","Thousands",,,198.573,,
"CRI","Costa Rica","YGTT09L1_ST","Employment in agriculture","A","Annual","2012","2012","PER","Persons","3","Thousands",,,203.816,,
"CRI","Costa Rica","YGTT09L1_ST","Employment in agriculture","A","Annual","2013","2013","PER","Persons","3","Thousands",,,200.067,,
"CRI","Costa Rica","YGTT09L1_ST","Employment in agriculture","A","Annual","2014","2014","PER","Persons","3","Thousands",,,229.9023,,
"CRI","Costa Rica","YGTT09L1_ST","Employment in agriculture","A","Annual","2015","2015","PER","Persons","3","Thousands",,,252.8005,,
"CRI","Costa Rica","YGTT09L1_ST","Employment in agriculture","A","Annual","2016","2016","PER","Persons","3","Thousands",,,243.1967,,
"CRI","Costa Rica","YGTT09L1_ST","Employment in agriculture","A","Annual","2017","2017","PER","Persons","3","Thousands",,,256.4225,,
"CRI","Costa Rica","YGTT09L1_ST","Employment in agriculture","A","Annual","2018","2018","PER","Persons","3","Thousands",,,260.9228,,
"CRI","Costa Rica","YGTT09L1_ST","Employment in agriculture","A","Annual","2019","2019","PER","Persons","3","Thousands",,,259.4377,,
"CRI","Costa Rica","YGTT09L1_ST","Employment in agriculture","A","Annual","2020","2020","PER","Persons","3","Thousands",,,247.2617,,
"CRI","Costa Rica","YGTT09L1_ST","Employment in agriculture","A","Annual","2021","2021","PER","Persons","3","Thousands",,,238.2265,,
"CRI","Costa Rica","YGTT10L1_ST","Employment in industry","A","Annual","2010","2010","PER","Persons","3","Thousands",,,356.5185,,
"CRI","Costa Rica","YGTT10L1_ST","Employment in industry","A","Annual","2011","2011","PER","Persons","3","Thousands",,,350.4757,,
"CRI","Costa Rica","YGTT10L1_ST","Employment in industry","A","Annual","2012","2012","PER","Persons","3","Thousands",,,360.3515,,
"CRI","Costa Rica","YGTT10L1_ST","Employment in industry","A","Annual","2013","2013","PER","Persons","3","Thousands",,,333.2765,,
"CRI","Costa Rica","YGTT10L1_ST","Employment in industry","A","Annual","2014","2014","PER","Persons","3","Thousands",,,364.107,,
"CRI","Costa Rica","YGTT10L1_ST","Employment in industry","A","Annual","2015","2015","PER","Persons","3","Thousands",,,393.4063,,
"CRI","Costa Rica","YGTT10L1_ST","Employment in industry","A","Annual","2016","2016","PER","Persons","3","Thousands",,,370.5388,,
"CRI","Costa Rica","YGTT10L1_ST","Employment in industry","A","Annual","2017","2017","PER","Persons","3","Thousands",,,371.3065,,
"CRI","Costa Rica","YGTT10L1_ST","Employment in industry","A","Annual","2018","2018","PER","Persons","3","Thousands",,,405.1995,,
"CRI","Costa Rica","YGTT10L1_ST","Employment in industry","A","Annual","2019","2019","PER","Persons","3","Thousands",,,402.2555,,
"CRI","Costa Rica","YGTT10L1_ST","Employment in industry","A","Annual","2020","2020","PER","Persons","3","Thousands",,,356.7597,,
"CRI","Costa Rica","YGTT10L1_ST","Employment in industry","A","Annual","2021","2021","PER","Persons","3","Thousands",,,368.3507,,
"CRI","Costa Rica","YGTT11L1_ST","Employment in services","A","Annual","2010","2010","PER","Persons","3","Thousands",,,1323.649,,
"CRI","Costa Rica","YGTT11L1_ST","Employment in services","A","Annual","2011","2011","PER","Persons","3","Thousands",,,1271.833,,
"CRI","Costa Rica","YGTT11L1_ST","Employment in services","A","Annual","2012","2012","PER","Persons","3","Thousands",,,1418.675,,
"CRI","Costa Rica","YGTT11L1_ST","Employment in services","A","Annual","2013","2013","PER","Persons","3","Thousands",,,1488.064,,
"CRI","Costa Rica","YGTT11L1_ST","Employment in services","A","Annual","2014","2014","PER","Persons","3","Thousands",,,1466.018,,
"CRI","Costa Rica","YGTT11L1_ST","Employment in services","A","Annual","2015","2015","PER","Persons","3","Thousands",,,1407.868,,
"CRI","Costa Rica","YGTT11L1_ST","Employment in services","A","Annual","2016","2016","PER","Persons","3","Thousands",,,1377.384,,
"CRI","Costa Rica","YGTT11L1_ST","Employment in services","A","Annual","2017","2017","PER","Persons","3","Thousands",,,1412.603,,
"CRI","Costa Rica","YGTT11L1_ST","Employment in services","A","Annual","2018","2018","PER","Persons","3","Thousands",,,1438.568,,
"CRI","Costa Rica","YGTT11L1_ST","Employment in services","A","Annual","2019","2019","PER","Persons","3","Thousands",,,1505.41,,
"CRI","Costa Rica","YGTT11L1_ST","Employment in services","A","Annual","2020","2020","PER","Persons","3","Thousands",,,1325.664,,
"CRI","Costa Rica","YGTT11L1_ST","Employment in services","A","Annual","2021","2021","PER","Persons","3","Thousands",,,1419.752,,
"CRI","Costa Rica","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2011","2011","PC","Percentage","0","Units",,,36.13594,,
"CRI","Costa Rica","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2012","2012","PC","Percentage","0","Units",,,38.29961,,
"CRI","Costa Rica","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2013","2013","PC","Percentage","0","Units",,,38.61026,,
"CRI","Costa Rica","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2014","2014","PC","Percentage","0","Units",,,38.01396,,
"CRI","Costa Rica","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2015","2015","PC","Percentage","0","Units",,,37.96126,,
"CRI","Costa Rica","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2016","2016","PC","Percentage","0","Units",,,36.68637,,
"CRI","Costa Rica","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2017","2017","PC","Percentage","0","Units",,,36.64415,,
"CRI","Costa Rica","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2018","2018","PC","Percentage","0","Units",,,37.24311,,
"CRI","Costa Rica","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2019","2019","PC","Percentage","0","Units",,,38.66914,,
"CRI","Costa Rica","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2020","2020","PC","Percentage","0","Units",,,36.90271,,
"CRI","Costa Rica","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2021","2021","PC","Percentage","0","Units",,,37.59132,,
"CRI","Costa Rica","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2011","2011","PC","Percentage","0","Units",,,63.86406,,
"CRI","Costa Rica","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2012","2012","PC","Percentage","0","Units",,,61.70039,,
"CRI","Costa Rica","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2013","2013","PC","Percentage","0","Units",,,61.38974,,
"CRI","Costa Rica","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2014","2014","PC","Percentage","0","Units",,,61.98604,,
"CRI","Costa Rica","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2015","2015","PC","Percentage","0","Units",,,62.03874,,
"CRI","Costa Rica","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2016","2016","PC","Percentage","0","Units",,,63.31363,,
"CRI","Costa Rica","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2017","2017","PC","Percentage","0","Units",,,63.35585,,
"CRI","Costa Rica","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2018","2018","PC","Percentage","0","Units",,,62.75689,,
"CRI","Costa Rica","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2019","2019","PC","Percentage","0","Units",,,61.33086,,
"CRI","Costa Rica","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2020","2020","PC","Percentage","0","Units",,,63.09729,,
"CRI","Costa Rica","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2021","2021","PC","Percentage","0","Units",,,62.40868,,
"CRI","Costa Rica","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2011","2011","PC","Percentage","0","Units",,,10.84824,,
"CRI","Costa Rica","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2012","2012","PC","Percentage","0","Units",,,10.2479,,
"CRI","Costa Rica","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2013","2013","PC","Percentage","0","Units",,,9.874842,,
"CRI","Costa Rica","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2014","2014","PC","Percentage","0","Units",,,11.13649,,
"CRI","Costa Rica","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2015","2015","PC","Percentage","0","Units",,,12.28797,,
"CRI","Costa Rica","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2016","2016","PC","Percentage","0","Units",,,12.18575,,
"CRI","Costa Rica","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2017","2017","PC","Percentage","0","Units",,,12.50087,,
"CRI","Costa Rica","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2018","2018","PC","Percentage","0","Units",,,12.32481,,
"CRI","Costa Rica","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2019","2019","PC","Percentage","0","Units",,,11.92764,,
"CRI","Costa Rica","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2020","2020","PC","Percentage","0","Units",,,12.75747,,
"CRI","Costa Rica","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2021","2021","PC","Percentage","0","Units",,,11.67873,,
"CRI","Costa Rica","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2011","2011","PC","Percentage","0","Units",,,19.14684,,
"CRI","Costa Rica","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2012","2012","PC","Percentage","0","Units",,,18.11853,,
"CRI","Costa Rica","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2013","2013","PC","Percentage","0","Units",,,16.44975,,
"CRI","Costa Rica","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2014","2014","PC","Percentage","0","Units",,,17.63738,,
"CRI","Costa Rica","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2015","2015","PC","Percentage","0","Units",,,19.12244,,
"CRI","Costa Rica","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2016","2016","PC","Percentage","0","Units",,,18.56641,,
"CRI","Costa Rica","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2017","2017","PC","Percentage","0","Units",,,18.10159,,
"CRI","Costa Rica","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2018","2018","PC","Percentage","0","Units",,,19.1398,,
"CRI","Costa Rica","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2019","2019","PC","Percentage","0","Units",,,18.49367,,
"CRI","Costa Rica","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2020","2020","PC","Percentage","0","Units",,,18.40701,,
"CRI","Costa Rica","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2021","2021","PC","Percentage","0","Units",,,18.0579,,
"CRI","Costa Rica","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2011","2011","PC","Percentage","0","Units",,,69.48148,,
"CRI","Costa Rica","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2012","2012","PC","Percentage","0","Units",,,71.33123,,
"CRI","Costa Rica","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2013","2013","PC","Percentage","0","Units",,,73.4474,,
"CRI","Costa Rica","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2014","2014","PC","Percentage","0","Units",,,71.01406,,
"CRI","Costa Rica","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2015","2015","PC","Percentage","0","Units",,,68.43276,,
"CRI","Costa Rica","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2016","2016","PC","Percentage","0","Units",,,69.01595,,
"CRI","Costa Rica","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2017","2017","PC","Percentage","0","Units",,,68.86593,,
"CRI","Costa Rica","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2018","2018","PC","Percentage","0","Units",,,67.95145,,
"CRI","Costa Rica","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2019","2019","PC","Percentage","0","Units",,,69.21114,,
"CRI","Costa Rica","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2020","2020","PC","Percentage","0","Units",,,68.39762,,
"CRI","Costa Rica","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2021","2021","PC","Percentage","0","Units",,,69.60142,,
"CRI","Costa Rica","YGTT07L1_ST","Labour force","A","Annual","2011","2011","PER","Persons","3","Thousands",,,2040.84,,
"CRI","Costa Rica","YGTT07L1_ST","Labour force","A","Annual","2012","2012","PER","Persons","3","Thousands",,,2214.075,,
"CRI","Costa Rica","YGTT07L1_ST","Labour force","A","Annual","2013","2013","PER","Persons","3","Thousands",,,2235.77,,
"CRI","Costa Rica","YGTT07L1_ST","Labour force","A","Annual","2014","2014","PER","Persons","3","Thousands",,,2284.142,,
"CRI","Costa Rica","YGTT07L1_ST","Labour force","A","Annual","2015","2015","PER","Persons","3","Thousands",,,2276.104,,
"CRI","Costa Rica","YGTT07L1_ST","Labour force","A","Annual","2016","2016","PER","Persons","3","Thousands",,,2206.179,,
"CRI","Costa Rica","YGTT07L1_ST","Labour force","A","Annual","2017","2017","PER","Persons","3","Thousands",,,2255.847,,
"CRI","Costa Rica","YGTT07L1_ST","Labour force","A","Annual","2018","2018","PER","Persons","3","Thousands",,,2359.644,,
"CRI","Costa Rica","YGTT07L1_ST","Labour force","A","Annual","2019","2019","PER","Persons","3","Thousands",,,2464.956,,
"CRI","Costa Rica","YGTT07L1_ST","Labour force","A","Annual","2020","2020","PER","Persons","3","Thousands",,,2406.532,,
"CRI","Costa Rica","YGTT07L1_ST","Labour force","A","Annual","2021","2021","PER","Persons","3","Thousands",,,2440.771,,
"CRI","Costa Rica","YGFE07L1_ST","Labour force females","A","Annual","2011","2011","PER","Persons","3","Thousands",,,760.347,,
"CRI","Costa Rica","YGFE07L1_ST","Labour force females","A","Annual","2012","2012","PER","Persons","3","Thousands",,,867.3577,,
"CRI","Costa Rica","YGFE07L1_ST","Labour force females","A","Annual","2013","2013","PER","Persons","3","Thousands",,,880.155,,
"CRI","Costa Rica","YGFE07L1_ST","Labour force females","A","Annual","2014","2014","PER","Persons","3","Thousands",,,891.196,,
"CRI","Costa Rica","YGFE07L1_ST","Labour force females","A","Annual","2015","2015","PER","Persons","3","Thousands",,,889.14,,
"CRI","Costa Rica","YGFE07L1_ST","Labour force females","A","Annual","2016","2016","PER","Persons","3","Thousands",,,832.9432,,
"CRI","Costa Rica","YGFE07L1_ST","Labour force females","A","Annual","2017","2017","PER","Persons","3","Thousands",,,850.521,,
"CRI","Costa Rica","YGFE07L1_ST","Labour force females","A","Annual","2018","2018","PER","Persons","3","Thousands",,,908.6135,,
"CRI","Costa Rica","YGFE07L1_ST","Labour force females","A","Annual","2019","2019","PER","Persons","3","Thousands",,,993.4085,,
"CRI","Costa Rica","YGFE07L1_ST","Labour force females","A","Annual","2020","2020","PER","Persons","3","Thousands",,,958.6437,,
"CRI","Costa Rica","YGFE07L1_ST","Labour force females","A","Annual","2021","2021","PER","Persons","3","Thousands",,,982.584,,
"CRI","Costa Rica","YGMA07L1_ST","Labour force males","A","Annual","2011","2011","PER","Persons","3","Thousands",,,1280.494,,
"CRI","Costa Rica","YGMA07L1_ST","Labour force males","A","Annual","2012","2012","PER","Persons","3","Thousands",,,1346.717,,
"CRI","Costa Rica","YGMA07L1_ST","Labour force males","A","Annual","2013","2013","PER","Persons","3","Thousands",,,1355.615,,
"CRI","Costa Rica","YGMA07L1_ST","Labour force males","A","Annual","2014","2014","PER","Persons","3","Thousands",,,1392.946,,
"CRI","Costa Rica","YGMA07L1_ST","Labour force males","A","Annual","2015","2015","PER","Persons","3","Thousands",,,1386.964,,
